x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
0.014485026260203543,0.46119707697327544,-0.19449960688656073,0.48871667872692853,-2.090400687784079,0.9400310784677486,2.01674782198558,-1.2733401161423623,1.7643504411104656,-0.8996767403184199,-0.29151936614023277,-1.2672496450602204,-2.134040672639299,1.0152227692961209,-0.05148639105085507,-0.9869366506091447,0.7694633598473497,-0.11802867994994148,-0.30554261520968734,-0.8359945653767312,-0.9286823011138834
0.5118529813998076,1.7805286318004008,-1.5774737087085655,-1.9741158416959792,-0.5179882164589689,0.7379932648036203,-0.368043220591182,0.4274013429118187,0.601782067113227,1.9375966312343469,0.12390545180251421,-0.3511901105508571,0.009176744574244059,0.27452903948073154,-0.5865295948066065,-0.27399121261929305,2.0870007723226838,-0.4110379033276765,-1.7598159553720736,0.27142744936828295,-0.8006217358509988
0.00441287718526984,0.7471836686863959,0.19435351897368455,-1.1532631102339108,-0.4510696353549956,-1.5355723506383556,0.059043102402176834,0.6652342752930469,0.8469020169061783,0.1812772243587507,0.46106031930438707,0.47968204767565126,0.12831512819132967,-1.67229343497596,-0.7217496642378058,0.5825725240127702,2.3829818656601574,-1.393823287991305,-0.693468957576088,-1.896797707458593,0.935358352357953
0.5341442916955126,-0.4129240070162279,1.3182285068348119,1.5459056911935292,-0.3549982989659642,-1.684463296867929,0.48838468417861275,-0.20459769875833195,-0.4517438003473481,0.3597387551829971,0.46153324806775997,1.1169235774036002,1.081377242446906,2.7253514997713895,0.17463153767962158,1.1111947368023531,0.09725705757905913,-1.0844155075707964,0.7898056650347046,-0.03414936365366584,-6.441607083879482
0.15006550899008753,0.24869525025931036,0.14427559863025427,-0.7740131483710692,-0.9180300631927204,-0.13441381652081502,-0.17621785153277475,0.21190645966906413,1.5769605714854398,-0.28653405084926914,-0.03100092527465512,-0.755798035924723,-0.9479216327211215,1.5444108492698208,-1.2387560729085998,0.1946885410414471,1.660824294871949,-0.4433579510855623,0.04758989223134473,1.1995214087348351,-4.805003866176317
-0.12654825317477894,-0.3378501866924288,0.46837779156419457,0.3335744271592403,0.3229015521068938,-0.8522190545788461,-0.04796882549667514,-0.03966290166240847,0.07075141955257508,1.0006041078469337,0.1252880691831042,0.567364767363245,0.9384353933933597,1.7110697170201667,-1.2947134906722855,-0.704185305325054,-0.2555908746066907,-0.4102763178575128,-2.147978224347751,0.06106037268817666,-5.956255310719323
-0.12293454830012651,0.8287578244528379,1.3810693846538353,-0.8293584660021865,0.8801713380541721,0.7057395406123701,0.6638661552730264,0.2063640583344705,0.024911819610579044,0.011548513542598815,1.146054788921601,0.6227622020973977,0.1370747491939396,-0.1608080957361654,-0.8101183727512455,-0.5086124381297759,0.8580443437646906,-0.3200043696686962,-1.1636571825111892,-0.6931239492316337,-1.1308945739444476
0.4671298880613485,0.45523418542480526,0.21874427105380836,0.11496447916483624,0.636706073438583,-0.1811177283999704,-0.03084224793120691,-0.31484086378410187,-0.5710411027057842,0.7112088753998166,-0.18850701106087892,-0.4464551451491984,-1.2402115752807954,0.3013134132604543,0.48818266105368047,0.1178994006619426,-0.5188897104175277,1.3913057188315436,-0.41474728281787787,-1.728475595546616,-1.5408245694250504
-0.7904914328930078,0.9245063541880516,-1.6399763533733258,-0.03670671747065971,1.2688283591807312,-0.3541697331252172,-0.7373234219813034,-1.254812733859718,0.10794870495493865,-1.2314976151930515,0.44489230429991183,-0.28936306186643407,1.3319110670114587,1.7229140838075239,0.5345874653111534,-1.1456951067459782,-0.5440097022755866,-0.42982483256855947,-0.31853524793749205,1.0873538606766944,-8.0468683576257
2.534868459307867,0.2055792948273876,0.2615310484463161,0.4814206805771469,-0.1365941256682798,-0.49818002572013087,0.33579546006522804,-0.0604177682119873,0.8676252046084392,-0.41854664935078534,-0.48685304693768544,-0.02624795473144028,0.7383059539585002,0.02006618303102573,-1.1821794304157016,0.421832564282586,0.49688058634489013,-0.21226140810431582,-1.4624635214412376,-0.6605849779660317,-1.5975803783784928
